Spectrum,Nutrient,Concentration,RawIntensity,NormIntensity,File
1060.0331,SCINUS-glutaMate,0.02,40.3858343150,2019.2917157499999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1062.0118,SCINUS-glutaMate,0.02,66.4685514879,3323.427574395,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1063.9898,SCINUS-glutaMate,0.02,42.6945089140,2134.7254457,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1065.9671,SCINUS-glutaMate,0.02,128.4875206188,6424.37603094,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1067.9436,SCINUS-glutaMate,0.02,130.0091779981,6500.458899905,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1069.9195,SCINUS-glutaMate,0.02,90.0128124749,4500.640623745,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1071.8946,SCINUS-glutaMate,0.02,76.2841951301,3814.209756505,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1073.869,SCINUS-glutaMate,0.02,109.6685004268,5483.425021339999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1075.8427,SCINUS-glutaMate,0.02,39.3780126682,1968.90063341,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1077.8157,SCINUS-glutaMate,0.02,52.6145893014,2630.72946507,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1079.788,SCINUS-glutaMate,0.02,114.8114900532,5740.57450266,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1081.7596,SCINUS-glutaMate,0.02,128.4925664508,6424.62832254,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1083.7304,SCINUS-glutaMate,0.02,99.8528875893,4992.6443794649995,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1085.7006,SCINUS-glutaMate,0.02,74.5043376297,3725.216881485,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1087.67,SCINUS-glutaMate,0.02,46.8956345058,2344.78172529,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1089.6387,SCINUS-glutaMate,0.02,81.9771499890,4098.8574994499995,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1091.6067,SCINUS-glutaMate,0.02,15.8689339788,793.4466989399999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1093.574,SCINUS-glutaMate,0.02,45.0986072609,2254.930363045,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1095.5406,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1097.5064,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1099.4716,SCINUS-glutaMate,0.02,70.2685495089,3513.427475445,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1101.436,SCINUS-glutaMate,0.02,29.2365250387,1461.826251935,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1103.3997,SCINUS-glutaMate,0.02,26.1082980846,1305.41490423,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1105.3627,SCINUS-glutaMate,0.02,3.3526501631,167.63250815499998,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1107.3249,SCINUS-glutaMate,0.02,53.1014804254,2655.07402127,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1109.2865,SCINUS-glutaMate,0.02,47.9248440392,2396.2422019600003,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1111.2473,SCINUS-glutaMate,0.02,65.2017424805,3260.087124025,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1113.2075,SCINUS-glutaMate,0.02,86.4761443472,4323.80721736,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1115.1669,SCINUS-glutaMate,0.02,118.9493219753,5947.4660987649995,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1117.1256,SCINUS-glutaMate,0.02,148.4539464355,7422.697321775,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1119.0835,SCINUS-glutaMate,0.02,176.6300253293,8831.501266465,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1121.0408,SCINUS-glutaMate,0.02,172.4575103899,8622.875519494999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1122.9973,SCINUS-glutaMate,0.02,192.4381463716,9621.907318579999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1124.9531,SCINUS-glutaMate,0.02,166.4993678819,8324.968394095,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1126.9082,SCINUS-glutaMate,0.02,218.8153464189,10940.767320944999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1128.8626,SCINUS-glutaMate,0.02,172.2355288344,8611.77644172,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1130.8163,SCINUS-glutaMate,0.02,167.1442610117,8357.213050585,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1132.7692,SCINUS-glutaMate,0.02,163.3002643046,8165.01321523,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1134.7214,SCINUS-glutaMate,0.02,52.5089847504,2625.44923752,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1136.6729,SCINUS-glutaMate,0.02,43.1222290759,2156.111453795,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1138.6237,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1140.5738,SCINUS-glutaMate,0.02,35.2092321310,1760.46160655,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1142.5231,SCINUS-glutaMate,0.02,35.5500413146,1777.5020657300001,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1144.4717,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1146.4196,SCINUS-glutaMate,0.02,40.8669238228,2043.3461911399997,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1148.3668,SCINUS-glutaMate,0.02,71.3241093935,3566.2054696749997,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1150.3132,SCINUS-glutaMate,0.02,123.8962105715,6194.810528575,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1152.259,SCINUS-glutaMate,0.02,190.9727417181,9548.637085905,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1154.204,SCINUS-glutaMate,0.02,234.0068373082,11700.34186541,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1156.1483,SCINUS-glutaMate,0.02,283.8284658704,14191.42329352,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1158.0919,SCINUS-glutaMate,0.02,311.0838717862,15554.19358931,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1160.0347,SCINUS-glutaMate,0.02,315.5851936516,15779.25968258,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1161.9768,SCINUS-glutaMate,0.02,311.5701212674,15578.50606337,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1163.9182,SCINUS-glutaMate,0.02,373.3929662678,18669.64831339,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1165.8589,SCINUS-glutaMate,0.02,284.6945934896,14234.729674479999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1167.7989,SCINUS-glutaMate,0.02,314.1975890086,15709.87945043,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1169.7381,SCINUS-glutaMate,0.02,332.1949212026,16609.74606013,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1171.6766,SCINUS-glutaMate,0.02,355.8929493715,17794.647468575,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1173.6144,SCINUS-glutaMate,0.02,276.9672781084,13848.363905420001,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1175.5514,SCINUS-glutaMate,0.02,291.2635736917,14563.178684585,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1177.4878,SCINUS-glutaMate,0.02,208.4080403978,10420.40201989,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1179.4234,SCINUS-glutaMate,0.02,164.7763763516,8238.818817579999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1181.3583,SCINUS-glutaMate,0.02,202.9249510153,10146.247550765,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1183.2924,SCINUS-glutaMate,0.02,166.8164711983,8340.823559915,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
